,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,secondary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,presale_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,sales_platform_cd,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,gndr_cd,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,occpn_1st_val,occpn_2nd_val,dist_to_ven
4095,4096,ce781203152a8a90cbc2,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,2b8459648d671b2dce8f,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH   FIRST NIAGARA PAVILION     SAT AUG 1 2015 7:00PM  ,1,25.5,eTicket,2015-08-01 23:00:00,2015-08-01,2015-04-07,2015-04-10,2015-08-01 16:20:26,2015-08-01,2015-08-01,EST,BURGETTSTOWN,PENNSYLVANIA,15021,android.ticketmaster.us,T ,Y ,Pittsburgh,2b8459648d671b2dce8f,,,,,,,,,,,,,,
4099,4100,bfe9273845c82f1628cc,23fa4d7e248551248770,4b28a870f303d66cc740,124df66e7a21d1f774bd,Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa,Fall Out Boy,Wiz Khalifa,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa,      BOYS OF ZUMMER      FALL OUT BOY | WIZ KHALIFA PRESENTED BY LIVE NATION WALNUT CREEK AMPHITHEATRE       RAIN OR SHINE        SAT JUL 18 2015 7:00 PM  ,2,40.0,eTicket,2015-07-18 23:00:00,2015-07-18,2015-01-20,2015-01-23,2015-07-17 02:28:06,2015-07-16,2015-07-18,EST,RALEIGH,NORTH CAROLINA,27610,www.concerts.livenation.com,T ,Y ,Raleigh,124df66e7a21d1f774bd,,,,,,,,,,,,,,
4101,4102,24fc1ec94d7d3bacefaa,f59ad80e20ec798ede90,0f342a2aac80d81865bc,b0a549239beddd4ce0dd,Sting & peter gabriel: rock paper scissors,Sting,Peter Gabriel,CONCERTS,ROCK/POP,CONCERTS,Sting & peter gabriel: rock paper scissors,   LIVE NATION PRESENTS     STING & PETER GABRIEL      ROCK PAPER SCISSORS      NIKON JONES BEACH THTR     NO CAMERAS/VIDEO/REC    FRI JUN 24 2016 8:00 PM  ,2,300.0,eTicket,2016-06-25 00:00:00,2016-06-24,2016-01-26,2016-02-01,2016-02-01 15:03:41,2016-02-01,2016-02-01,EST,WANTAGH,NEW YORK,11793,www.concerts.livenation.com,T ,Y ,New York,b0a549239beddd4ce0dd,,,,,,,,,,,,,,
4103,4104,a634aa5d8f92f588826a,aca2a0ae1d302cf0be5d,b85143bf51323b72e53c,df5108660d150646b001,Juan Gabriel,Juan Gabriel,,CONCERTS,LATIN MUSIC,CONCERTS,Juan Gabriel,"       PRESENTED BY        LIVE NATION, LEMS & UTEP   BIENVENIDOS AL NOA NOA         JUAN GABRIEL           DON HASKINS CENTER     SUN DEC 06 2015 7:00 PM  ",2,299.5,TicketFast,2015-12-07 02:00:00,2015-12-06,2015-06-18,2015-06-19,2015-06-18 16:05:26,2015-06-18,2015-12-04,CST,EL PASO,TEXAS,79968,www.ticketmaster.com,T ,Y ,El Paso,df5108660d150646b001,,,,,,,,,,,,,,
4115,4116,90138fcc0b3110c2a37c,77f4f908553111f7af0a,b85143bf51323b72e53c,3bf8bd4f9ea655987774,4th Annual Trapfest,Trapfest,,CONCERTS,DANCE MUSIC/DANCE,CONCERTS,4th Annual Trapfest," CROWDSURF CONCERTS PRES           TRAPFEST           AGES 16 & OVER WITH ID     FILLMORE AUDITORIUM         DENVER, COLORADO      FRI MAR 11 2016 7:00 PM  ",1,30.0,eTicket,2016-03-12 02:00:00,2016-03-11,,2015-12-11,2016-01-26 22:47:43,2016-01-26,,MST,DENVER,COLORADO,80218,www.concerts.livenation.com,F ,Y ,Colorado,3bf8bd4f9ea655987774,,,,,,,,,,,,,,
4118,4119,58666097b739639de65a,d801a785a58ddd067aa4,b85143bf51323b72e53c,d7c6b0f4375de17c39db,AC/DC,AC/DC,,CONCERTS,HEAVY METAL,CONCERTS,AC/DC,   LIVE NATION PRESENTS             AC/DC                  WWW.ACDC.COM         INVESTORS GROUP FIELD    DOORS:5:00PM SHOW 7:00PM   THU SEPTEMBER 17 2015   ,2,250.0,TicketFast,2015-09-18 00:00:00,2015-09-17,,2015-04-10,2015-04-10 15:05:28,2015-04-10,2015-09-04,PST,WINNIPEG,MANITOBA,R3T,www.ticketmaster.ca,T ,Y ,Winnipeg,d7c6b0f4375de17c39db,,,,,,,,,,,,,,
4123,4124,a4afd632ff043b26d473,5210189dc1f3cd604e70,92cf815dbd812c1e82e7,7e7dc9ab14db17115a0b,The Smashing Pumpkins - in plainsong,The Smashing Pumpkins,Liz Phair,CONCERTS,ALTERNATIVE ROCK,CONCERTS,The Smashing Pumpkins - in plainsong,"   LIVE NATION PRESENTS     THE SMASHING PUMPKINS          IN PLAINSONG             BEACON THEATRE       COCA-COLA CONCERT SERIES   WED APR 6, 2016 8:00PM  ",2,130.0,eTicket,2016-04-07 00:00:00,2016-04-06,2016-02-11,2016-02-12,2016-02-12 16:49:23,2016-02-12,2016-02-12,EST,NEW YORK,NEW YORK,10023,www.ticketmaster.com,T ,Y ,New York,7e7dc9ab14db17115a0b,,,,,,,,,,,,,,
4124,4125,d62ad3774103908b61e7,63d7ad80e1e7c3f1719c,8d74e7609bc261c55a13,5cb41ab75997748fec70,Weezer And Panic! At The Disco - summer tour 2016,Weezer,Panic! At The Disco,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Weezer And Panic! At The Disco - summer tour 2016,      KROQ PRESENTS                 WEEZER                      &                Panic! At The Disco       IRVINE MEADOWS AMPH     SAT AUG 06 2016 7:00 PM  ,4,268.0,eTicket,2016-08-07 02:00:00,2016-08-06,2016-01-19,2016-01-22,2016-01-22 18:17:45,2016-01-22,,PST,IRVINE,CALIFORNIA,92618,www.concerts.livenation.com,F ,Y ,Los Angeles,5cb41ab75997748fec70,,,,,,,,,,,,,,
4125,4126,b073ebc5e73b6ad23957,018600c7f08380c6be26,b85143bf51323b72e53c,fc3f6d33fb06bef74d3b,Mana: Latino Power Tour 2016,Maná,,CONCERTS,LATIN MUSIC,CONCERTS,Mana: Latino Power Tour 2016,CHIVAS REGAL/UTEP PRESENTS           MANA               LATINO POWER TOUR         DON HASKINS CENTER                               WED SEP 28 2016 8:00 PM  ,4,177.0,TicketFast,2016-09-29 02:00:00,2016-09-28,2016-02-17,2016-02-19,2016-02-22 06:45:05,2016-02-21,2016-02-22,CST,EL PASO,TEXAS,79968,www.ticketmaster.com,T ,Y ,El Paso,fc3f6d33fb06bef74d3b,,,,,,,,,,,,,,
4126,4127,2dc3f1fa9e7815d55178,4a8d9bd9cdb8c1cf2bd4,9ba6513f1ae8eff48105,5870e4c312552c78db09,Crush - dallas,Crush,The Chainsmokers,CONCERTS,DANCE MUSIC/DANCE,CONCERTS,Crush - dallas,"   LIVE NATION PRESENTS             CRUSH              AGE RESTRICTION 18+       SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   SAT FEB 13 2016 9:00 PM  ",2,74.0,eTicket,2016-02-14 03:00:00,2016-02-13,,2015-11-30,2016-01-12 21:27:10,2016-01-12,2016-01-13,CST,DALLAS,TEXAS,75215,mobile.livenation.us,T ,Y ,Dallas,5870e4c312552c78db09,,,,,,,,,,,,,,
4127,4128,e28cd543fb9b1eeed3a1,a6d23d12390547610194,b85143bf51323b72e53c,9bfc50596abbcd3aad11,The Avett Brothers With Brett Dennen,The Avett Brothers,,CONCERTS,COUNTRY,CONCERTS,The Avett Brothers With Brett Dennen,    NS2 & ASO PRESENTS        THE AVETT BROTHERS           * * * * * *         VERIZON WIRELESS AMP-ATL RAINORSHINE/INCLUDSPARKING SAT MAY 07 2016 7:30 PM  ,2,105.0,eTicket,2016-05-07 23:30:00,2016-05-07,,2015-12-04,2015-12-06 00:01:30,2015-12-05,2015-12-30,EST,ALPHARETTA,GEORGIA,30009,www.ticketmaster.com,T ,Y ,Atlanta,9bfc50596abbcd3aad11,,,,,,,,,,,,,,
4129,4130,8b27cbf25894dc8cbd91,06e074b50adecfb5ca56,b85143bf51323b72e53c,866a8426ab114bcc318e,Coldplay - a head full of dreams tour,Coldplay,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coldplay - a head full of dreams tour,   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOUR     GILLETTE STADIUM           RAIN OR SHINE        SAT JUL 30 2016 8:00 PM  ,1,179.5,TicketFast,2016-07-31 00:00:00,2016-07-30,2016-01-29,2016-02-05,2016-02-11 03:49:40,2016-02-10,,EST,FOXBOROUGH,MASSACHUSETTS,02035,www.ticketmaster.com,F ,Y ,Boston,866a8426ab114bcc318e,,,,,,,,,,,,,,
4130,4131,585d34acc48d465660af,56d100bf2868f732f941,b85143bf51323b72e53c,6c20c67e8a877bc1ab4d,U2 Innocence + experience tour 2015,U2,,CONCERTS,ROCK/POP,CONCERTS,U2 Innocence + experience tour 2015,"INNOCENCE+EXPERIENCE TOUR             U2              POWERED BY SALESFORCE     MADISON SQUARE GARDEN       TWC CONCERT SERIES     SAT JULY 18, 2015 8:00PM ",2,550.0,TicketFast,2015-07-19 00:00:00,2015-07-18,2014-12-04,2014-12-08,2014-12-04 16:45:53,2014-12-04,2015-06-30,EST,NEW YORK,NEW YORK,10001,www.ticketmaster.com,T ,Y ,New York,6c20c67e8a877bc1ab4d,,,,,,,,,,,,,,
4132,4133,a350803164989e9c49d0,0af71548579d986b7664,744f54b2f6306c3e1a75,114576547431e39a7c0e,Maroon 5,Maroon 5,Tove Lo,CONCERTS,ROCK/POP,CONCERTS,Maroon 5,   LIVE NATION PRESENTS            MAROON 5              WWW.MAROON5.COM      KEYARENA @ SEATTLE CENTER          *  *  *           TUE OCT 11 2016 7:30 PM  ,6,279.0,eTicket,2016-10-12 02:30:00,2016-10-11,2015-11-09,2015-11-14,2015-11-09 20:02:40,2015-11-09,2015-11-09,PST,SEATTLE,WASHINGTON,98109,iphone.ticketmaster.us,T ,Y ,Seattle,114576547431e39a7c0e,,,,,,,,,,,,,,
4134,4135,c0d03c2d7c204a209a8d,ba64ad0e558617b0577c,6f00dec70a35f7c5a8a9,38e0e40cec9f733560e8,"Chicago And Earth, Wind & fire - heart and soul tour 2015",Chicago,"Earth, Wind & Fire",CONCERTS,ROCK/POP,CONCERTS,"Chicago And Earth, Wind & fire - heart and soul tour 2015","   LIVE NATION PRESENTS            CHICAGO                     AND                EARTH, WIND & FIRE         AK-CHIN PAVILION      TUE JUL 21 2015 7:30 PM  ",4,54.0,eTicket,2015-07-22 02:30:00,2015-07-21,2015-03-12,2015-03-13,2015-05-13 15:55:18,2015-05-13,2015-05-14,MST,PHOENIX,ARIZONA,85035,www.concerts.livenation.com,T ,Y ,Arizona,38e0e40cec9f733560e8,,,,,,,,,,,,,,
4140,4141,fa9a09b981989504802d,1554d06e7c9637b815a3,802345fcc58320ebe543,5d2ff279cba600b63d9e,"The Cult, Primal Scream",The Cult,Primal Scream,CONCERTS,ALTERNATIVE ROCK,CONCERTS,"The Cult, Primal Scream",    WWW.LIVENATION.COM             THE CULT               PRIMAL SCREAM          HOLLYWOOD PALLADIUM       FOLLOW US @PALLADIUM   FRI NOV 20 2015 DRS 700PM ,4,99.0,eTicket,2015-11-21 03:00:00,2015-11-20,2015-07-29,2015-07-31,2015-11-20 03:48:42,2015-11-19,2015-11-20,PST,HOLLYWOOD,CALIFORNIA,90028,www.concerts.livenation.com,T ,Y ,Los Angeles,5d2ff279cba600b63d9e,,,,,,,,,,,,,,
4141,4142,aea3a8c7d43e5d7ef81b,0e7886b245dfe1b7f6e0,b85143bf51323b72e53c,a1b8a9d6e170874d8a62,Jill Scott,Jill Scott,,CONCERTS,R & B,CONCERTS,Jill Scott,"   CROSSROADS PRESENTS            JILL SCOTT                 *******            ORPHEUM THEATRE,BOSTON       1 HAMILTON PLACE      TUE DEC 01 2015 7:30 PM  ",2,109.0,eTicket,2015-12-02 00:30:00,2015-12-01,,2015-10-23,2015-10-23 18:19:29,2015-10-23,2015-11-28,EST,BOSTON,MASSACHUSETTS,02108,www.ticketmaster.com,T ,Y ,Boston,a1b8a9d6e170874d8a62,,,,,,,,,,,,,,
4144,4145,9e5aa4672d465a109221,63d7ad80e1e7c3f1719c,8d74e7609bc261c55a13,61c292b2352812ff5319,Weezer And Panic! At The Disco - summer tour 2016,Weezer,Panic! At The Disco,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Weezer And Panic! At The Disco - summer tour 2016,   LIVE NATION PRESENTS             Weezer                      &                Panic! At The Disco       Ascend Amphitheater     WED JUL 13 2016 7:00 PM  ,2,119.9,TicketFast,2016-07-14 00:00:00,2016-07-13,2016-01-19,2016-01-22,2016-01-19 16:36:24,2016-01-19,2016-01-19,CST,NASHVILLE,TENNESSEE,37203,www.concerts.livenation.com,T ,Y ,Nashville,61c292b2352812ff5319,,,,,,,,,,,,,,
4147,4148,48a883f2d40c3de0769c,dddbb3e176cd226421c6,8a478f02a60569cf3bdf,f913539a028c2d0ce5fa,Jason Aldean: 2015 burn it down tour,Jason Aldean,Cole Swindell,CONCERTS,COUNTRY,CONCERTS,Jason Aldean: 2015 burn it down tour,   WWW.JASONALDEAN.COM           JASON ALDEAN                                   2015 BURN IT DOWN TOUR     HOLLYWOOD CASINO AMP    FRI JUL 17 2015 7:30 PM  ,4,102.0,eTicket,2015-07-18 00:30:00,2015-07-17,2015-03-24,2015-03-27,2015-05-17 17:09:48,2015-05-17,2015-05-17,CST,TINLEY PARK,ILLINOIS,60477,www.ticketmaster.com,T ,Y ,Chicago,f913539a028c2d0ce5fa,,,,,,,,,,,,,,
4150,4151,00be0fdc7cc9999fdf59,89712180ab9f1ed64244,7fc1d073d4a4eb197c94,69a4d63a33e00f2d91b4,Vans Warped Tour Presented By Journeys,Vans Warped Tour,Handguns,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Vans Warped Tour Presented By Journeys, LIVE NATION/GOLDEN VOICE      VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM    SHORELINE AMPHITHEATRE   SAT JUN 20 2015 11:00 AM ,2,67.0,eTicket,2015-06-20 18:00:00,2015-06-20,2014-12-12,2014-12-12,2015-05-24 05:01:51,2015-05-23,2015-06-19,PST,MOUNTAIN VIEW,CALIFORNIA,94043,mobile.livenation.us,T ,Y ,N. California,69a4d63a33e00f2d91b4,,,,,,,,,,,,,,
4151,4152,8fe85e830f2091699f53,8ece566dec0c146b25cd,b85143bf51323b72e53c,9fb55d35d9b62bb3bcb1,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR        AT&T STADIUM           ALL TAXES INCLUDED      MON MAY 09 2016 6:00PM  ,4,280.0,eTicket,2016-05-09 23:00:00,2016-05-09,2016-02-09,2016-02-16,2016-02-09 18:30:36,2016-02-09,,CST,ARLINGTON,TEXAS,76011,iphone.ticketmaster.us,F ,Y ,Dallas,9fb55d35d9b62bb3bcb1,,,,,,,,,,,,,,
4152,4153,249613cfebc946f9ffc3,020cdfa4efa11a91b97d,b85143bf51323b72e53c,3528d278d091f5631385,Big Head Todd And The Monsters,Big Head Todd & the Monsters,,CONCERTS,ROCK/POP,CONCERTS,Big Head Todd And The Monsters, DOORS 7:00 PM * ALL AGES       BIG HEAD TODD            AND THE MONSTERS      THE PAGEANT * ST. LOUIS  $2 MINOR SURCHRGE @ DOORS  THU FEB 04 2016 8:00 PM  ,1,25.0,eTicket,2016-02-05 02:00:00,2016-02-04,2015-09-24,2015-10-09,2016-02-02 17:53:49,2016-02-02,2016-02-02,CST,SAINT LOUIS,MISSOURI,63112,www.ticketmaster.com,T ,Y ,St. Louis,3528d278d091f5631385,,,,,,,,,,,,,,
4156,4157,c8c447a463657a0008a2,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,e474a087e7f4ab8aa486,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH      JIFFY LUBE LIVE       FRI JUN 26 2015 7:00 PM  ,1,25.5,eTicket,2015-06-26 23:00:00,2015-06-26,2015-03-31,2015-04-03,2015-05-25 13:58:17,2015-05-25,2015-06-26,EST,BRISTOW,VIRGINIA,20136,www.concerts.livenation.com,T ,Y ,Washington DC,e474a087e7f4ab8aa486,,,,,,,,,,,,,,
4158,4159,cf8e5cbda3c306d3a122,e6e0ebf034c51d798bf5,b85143bf51323b72e53c,7cf73b9d261327533b33,Hozier,Hozier,,CONCERTS,ROCK/POP,CONCERTS,Hozier, PRODUCED BY LIVE NATION            HOZIER                     ***                                      JACOBS PAVILION @ NAUTICA  FRI OCT 02 2015 7:30 PM  ,2,100.0,eTicket,2015-10-02 23:30:00,2015-10-02,2015-04-23,2015-04-24,2015-04-24 18:36:17,2015-04-24,2015-10-02,CST,CLEVELAND,OHIO,44113,www.concerts.livenation.com,T ,Y ,Cleveland,7cf73b9d261327533b33,,,,,,,,,,,,,,
4163,4164,b68c4acf44f102035828,243744d7698be799579c,29b42c9d054451f09680,32607ae5e430e95860aa,Coheed And Cambria With Special Guest Glassjaw,Coheed and Cambria,Glassjaw,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coheed And Cambria With Special Guest Glassjaw,   LIVE NATION PRESENTS       COHEED AND CAMBRIA     THE COLOR BEFORE THE SUN          THE RITZ           2820 INDUSTRIAL DRIVE    MON MAR 07 2016 7:30 PM  ,2,59.0,eTicket,2016-03-08 00:30:00,2016-03-07,2015-10-27,2015-10-30,2016-03-02 23:39:44,2016-03-02,2016-03-07,EST,RALEIGH,NORTH CAROLINA,27609,mobile.livenation.us,T ,Y ,Raleigh,32607ae5e430e95860aa,,,,,,,,,,,,,,
4165,4166,4c14948399b144375c1b,e4389392846a260a2907,7c961ed485a600b0a123,661653fa26004ef491a8,Brandi Carlile,Brandi Carlile,Anderson East,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Brandi Carlile,    WWW.LIVENATION.COM          BRANDI CARLILE                                 THE DANFORTH MUSIC HALL       HST #R837398916       WED MAY 27 2015 DRS 7PM  ,2,70.0,eTicket,2015-05-27 23:00:00,2015-05-27,2015-02-25,2015-02-27,2015-04-15 13:48:07,2015-04-15,2015-05-26,EST,TORONTO,ONTARIO,M4K,mobile.ticketmaster.ca,T ,Y ,Toronto,661653fa26004ef491a8,,,,,,,,,,,,,,
4171,4172,4ca92285f71dfb3dd1a2,4e707c68493b49f4b53e,b85143bf51323b72e53c,2e89c99db86ff4afc837,Alice Smith,Alice Smith,,CONCERTS,R & B,CONCERTS,Alice Smith,   WWW.IRVINGPLAZA.COM           ALICE SMITH                                         IRVING PLAZA        17 IRVING PL @ E 15TH ST FRI JUN 10 2016 DRS 700PM ,2,67.0,TicketFast,2016-06-10 23:00:00,2016-06-10,2016-02-10,2016-02-12,2016-02-19 03:17:46,2016-02-18,,EST,NEW YORK,NEW YORK,10003,www.concerts.livenation.com,F ,Y ,New York,2e89c99db86ff4afc837,,,,,,,,,,,,,,
4172,4173,3208c3a123c3d1e3a27a,f59ad80e20ec798ede90,0f342a2aac80d81865bc,11ed4be7bc21f648ca70,Sting & peter gabriel: rock paper scissors,Sting,Peter Gabriel,CONCERTS,ROCK/POP,CONCERTS,Sting & peter gabriel: rock paper scissors,   LIVE NATION PRESENTS     STING & PETER GABRIEL      ROCK PAPER SCISSORS        AIR CANADA CENTRE        HST#867065385 RT001     WED JUN 29 2016 8:00 PM  ,2,300.0,eTicket,2016-06-30 00:00:00,2016-06-29,2016-01-20,2016-01-25,2016-01-21 18:23:25,2016-01-21,,EST,TORONTO,ONTARIO,M5J,mobile.ticketmaster.ca,F ,Y ,Toronto,11ed4be7bc21f648ca70,,,,,,,,,,,,,,
4173,4174,fb4f10795998230a8c06,58757d2564f2138aba67,b85143bf51323b72e53c,0d5c9a0aa92493f9ce87,LIGHTS,LIGHTS,,CONCERTS,ROCK/POP,CONCERTS,LIGHTS,    WWW.LIVENATION.COM              LIGHTS                                     THE DANFORTH MUSIC HALL   ALL AGES/HST #R837398916  TUE MAY 03 2016 DRS 7PM  ,2,110.0,eTicket,2016-05-03 23:00:00,2016-05-03,2016-03-07,2016-03-11,2016-03-07 15:18:06,2016-03-07,2016-03-07,EST,TORONTO,ONTARIO,M4K,mobile.ticketmaster.ca,T ,Y ,Toronto,0d5c9a0aa92493f9ce87,,,,,,,,,,,,,,
4175,4176,db7eb7dc40868b15e9cc,58e3f3d4fe6f3117f11e,b85143bf51323b72e53c,a45a330261d093b68b1d,Twenty one Pilots - emøtiønal røadshøw,Twenty One Pilots,,CONCERTS,ROCK/POP,CONCERTS,Twenty one Pilots - emøtiønal røadshøw,   Live Nation Presents       TWENTY ONE PILOTS         EMOTIONAL ROADSHOW                                 VIEJAS ARENA @ SDSU     SUN JUL 24 2016 7:00 PM  ,2,70.0,TicketFast,2016-07-25 02:00:00,2016-07-24,2015-10-28,2015-10-30,2015-10-30 19:10:02,2015-10-30,,PST,SAN DIEGO,CALIFORNIA,92182,mobile.ticketmaster.us,F ,Y ,San Diego,a45a330261d093b68b1d,,,,,,,,,,,,,,
4178,4179,6d6606db68d91caea1b9,2028f237aefa3f0d2138,b85143bf51323b72e53c,22b119343c72c13bbfed,Young Thug: The Hy!aun35 Tour,Young Thug,,CONCERTS,RAP/URBAN,CONCERTS,Young Thug: The Hy!aun35 Tour,   CROSSROADS PRESENTS            YOUNG THUG               WWW.HOB.COM          HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES SUN SEP 20 2015 DRS 700PM ,2,50.0,eTicket,2015-09-20 23:00:00,2015-09-20,2015-08-07,2015-08-07,2015-08-13 15:52:19,2015-08-13,2015-09-20,EST,BOSTON,MASSACHUSETTS,02215,www.concerts.livenation.com,T ,Y ,Boston,22b119343c72c13bbfed,,,,,,,,,,,,,,
4180,4181,9dbacca6c462908f931d,8b5d2ec892b056693313,88179e762954c0eaff67,88d6b6c666b00bad8c7d,Ariana Grande,Ariana Grande,Prince Royce,CONCERTS,ROCK/POP,CONCERTS,Ariana Grande,      COACH PRESENTS            ARIANA GRANDE          WWW.ARIANAGRANDE.COM           BOK CENTER                                   WED OCT 07 2015 7:30 PM  ,2,135.0,eTicket,2015-10-08 00:30:00,2015-10-07,2015-03-31,2015-04-04,2015-05-29 19:41:58,2015-05-29,2015-10-07,EST,TULSA,OKLAHOMA,74103,mobile.ticketmaster.us,T ,Y ,Atlanta,88d6b6c666b00bad8c7d,,,,,,,,,,,,,,
4188,4189,0729dd8d9aae8d67c4f8,1c2a4927cecd06afe208,971fb5b15f5e07c6968c,b9e7af6da3fe164ab188,Monster Energy Outbreak Tour Presents: Issues,Issues,Crown the Empire,CONCERTS,ROCK/POP,CONCERTS,Monster Energy Outbreak Tour Presents: Issues, MONSTER ENERGY PRESENTS            ISSUES                OUTBREAK TOUR        PHOENIX CONCERT THEATRE  ALL AGES / HST #R837398916FRI APR 15 2016  6PM DOORS,3,73.5,TicketFast,2016-04-15 22:00:00,2016-04-15,2016-01-27,2016-01-29,2016-01-27 15:07:05,2016-01-27,2016-01-27,EST,TORONTO,ONTARIO,M4X,www.ticketmaster.com,T ,Y ,Toronto,b9e7af6da3fe164ab188,,,,,,,,,,,,,,
4189,4190,6b15ed9ef9ccc5474e4b,5210189dc1f3cd604e70,92cf815dbd812c1e82e7,07621da38ce18da551fb,The Smashing Pumpkins - in plainsong,The Smashing Pumpkins,Liz Phair,CONCERTS,ALTERNATIVE ROCK,CONCERTS,The Smashing Pumpkins - in plainsong,"  WWW.THETOWERPHILLY.COM    The Smashing Pumpkins          IN PLAINSONG             TOWER THEATER          69TH ST, UPPER DARBY    FRI APR 08 2016 8:00 PM  ",4,126.0,eTicket,2016-04-09 00:00:00,2016-04-08,2016-02-02,2016-02-05,2016-02-20 02:45:55,2016-02-19,2016-02-19,EST,UPPER DARBY,PENNSYLVANIA,19082,iphone.ticketmaster.us,T ,Y ,Delaware Valley,07621da38ce18da551fb,,,,,,,,,,,,,,
4191,4192,fd82780fa9d1b42f284a,3dbba818e81eb890090f,14fc89c48232b901f143,c1b96ecb7ffbc715b84f,Andrew Bird,Andrew Bird,John Grant,CONCERTS,ROCK/POP,CONCERTS,Andrew Bird,   LIVE NATION PRESENTS          ANDREW BIRD               *** *** ***               THE MASONIC        1111 CALIFORNIA ST - S.F.   MON MAY 16 2016 8:00PM  ,2,87.0,TicketFast,2016-05-17 03:00:00,2016-05-16,2016-02-10,2016-02-12,2016-02-12 18:14:46,2016-02-12,2016-02-12,PST,SAN FRANCISCO,CALIFORNIA,94108,www.concerts.livenation.com,T ,Y ,N. California,c1b96ecb7ffbc715b84f,,,,,,,,,,,,,,
4192,4193,24d74ef53592d1e950fc,8ece566dec0c146b25cd,b85143bf51323b72e53c,0c18e807a063adee34de,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   Live Nation Presents            BEYONCE           The Formation World Tour     CENTURYLINK FIELD           RAIN OR SHINE         WED MAY 18 2016 6:00PM  ,2,200.0,eTicket,2016-05-19 01:00:00,2016-05-18,2016-02-15,2016-02-22,2016-02-15 20:04:27,2016-02-15,2016-02-24,PST,SEATTLE,WASHINGTON,98134,iphone.ticketmaster.us,T ,Y ,Seattle,0c18e807a063adee34de,,,,,,,,,,,,,,
4194,4195,648365e02e9c5094ff7e,58023474c9f6c991ac3e,beaa331719bbfb30bad7,a9e6e3819e4785e0b7e9,Muse: Drones World Tour,Muse,Phantogram,CONCERTS,ROCK/POP,CONCERTS,Muse: Drones World Tour,   LIVE NATION PRESENTS              MUSE                                     KEYARENA @ SEATTLE CENTER          *  *  *           SAT DEC 12 2015 8:00 PM  ,2,111.0,eTicket,2015-12-13 04:00:00,2015-12-12,2015-10-21,2015-10-23,2015-10-28 17:29:29,2015-10-28,2015-11-07,PST,SEATTLE,WASHINGTON,98109,www.ticketmaster.com,T ,Y ,Seattle,a9e6e3819e4785e0b7e9,,,,,,,,,,,,,,
4196,4197,cfd0165fe67bbf841754,4a20468a83e5ca728696,2d0710240b8cbb537150,5f39e92e760d77fc247b,Chris Brown: One Hell Of A Nite Tour,Chris Brown,Kid Ink,CONCERTS,R & B,CONCERTS,Chris Brown: One Hell Of A Nite Tour, LIVE NATION/HAYMON EVENT        CHRIS BROWN              LIVENATION.COM       AARON'S AMP AT LAKEWOOD        RAIN OR SHINE        SAT SEP 05 2015 7:00 PM  ,1,35.0,eTicket,2015-09-05 23:00:00,2015-09-05,2015-06-09,2015-06-12,2015-09-03 03:03:06,2015-09-02,2015-09-02,EST,ATLANTA,GEORGIA,30315,www.concerts.livenation.com,T ,Y ,Atlanta,5f39e92e760d77fc247b,,,,,,,,,,,,,,
